0,Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model
2339,BMW,6499,other,230,3,Diesel,no,2002,X5
2340,Volkswagen,15700,sedan,110,1.8,Petrol,yes,2011,Passat B7
2341,Mitsubishi,8100,sedan,113,2,Petrol,yes,2007,Lancer X
2342,Mercedes-Benz,12200,other,287,3.2,Petrol,yes,2000,ML 320
2343,Renault,5400,sedan,96,1.4,Petrol,yes,2007,Symbol
2344,Mercedes-Benz,5400,sedan,285,2.2,Diesel,no,2002,220
2345,Volkswagen,7700,vagon,287,1.9,Diesel,yes,2002,Sharan
2346,BMW,34000,sedan,115,5,Petrol,yes,2008,750
2347,Audi,3900,sedan,302,1.9,Diesel,no,2002,A6
2348,Mercedes-Benz,15000,sedan,240,5,Petrol,yes,2004,S 500
2349,Volkswagen,8999,sedan,120,2,Petrol,yes,2008,Passat B6
2350,Volkswagen,2400,sedan,268,99.99,Petrol,yes,1989,Passat B3
2351,Mitsubishi,6300,sedan,116,1.5,Petrol,yes,2008,Lancer X
2352,Volkswagen,7999,van,210,1.6,Gas,yes,2004,Touran
2353,Toyota,25200,crossover,128,4,Gas,yes,2007,Land Cruiser Prado
2354,BMW,26999,sedan,131,2,Diesel,yes,2011,520
2355,Mercedes-Benz,4000,sedan,460,2,Petrol,yes,1991,E-Class
2356,Audi,16000,sedan,180,3,Diesel,yes,2006,A6
2357,Mitsubishi,9200,sedan,115,2,Petrol,yes,2008,Lancer X
2358,Volkswagen,7000,van,250,2,Diesel,yes,2004,Caddy
2359,Toyota,85000,crossover,1,4.5,Diesel,yes,2016,Land Cruiser 200
2360,Volkswagen,3200,sedan,320,1.8,Gas,yes,1990,Passat B3
2361,Renault,11000,hatch,127,1.5,Diesel,yes,2012,Megane
2362,Mercedes-Benz,13900,other,225,NA,Other,yes,2008,Vito
2363,Mitsubishi,10500,crossover,187,2.4,Gas,yes,2008,Outlander
2364,BMW,17500,sedan,102,2,Petrol,yes,2011,320
2365,Renault,7200,vagon,224,1.5,Diesel,yes,2004,Megane
2366,Toyota,8400,sedan,195,2.4,Gas,yes,2004,Camry
2367,Volkswagen,8350,van,1,1.6,Diesel,yes,2011,Caddy
2368,Audi,3200,vagon,244,2,Other,no,2006,A4
2369,Toyota,11999,sedan,147,2.4,Petrol,yes,2010,Camry
2370,Toyota,29900,crossover,144,4,Gas,yes,2008,Land Cruiser 200
2371,BMW,11500,sedan,290,3,Diesel,yes,2001,730
2372,Audi,NA,vagon,156,3,Diesel,yes,2009,A6
2373,Mitsubishi,13900,vagon,93,3,Gas,yes,2007,Outlander XL
2374,Mercedes-Benz,NA,sedan,300,2.6,Petrol,yes,2002,E-Class
2375,Renault,5000,van,245,1.5,Diesel,yes,2003,Kangoo
2376,Toyota,2350,hatch,211,1.3,Petrol,yes,1987,Corolla
2377,Volkswagen,12900,van,127,1.6,Diesel,yes,2011,Caddy
2378,Mercedes-Benz,8650,van,344,2.2,Diesel,yes,2006,Vito
2379,Toyota,22900,crossover,132,2.7,Gas,yes,2012,Venza
2380,Mercedes-Benz,13500,van,290,2.2,Diesel,yes,2007,Vito
2381,Audi,39999,crossover,45,2,Diesel,yes,2014,Q5
2382,Audi,2850,sedan,350,NA,Gas,yes,1988,80
2383,Volkswagen,3300,sedan,250,1.9,Diesel,no,2000,Passat B5
2384,Audi,32500,crossover,108,2,Diesel,yes,2012,Q5
2385,Mitsubishi,13300,crossover,135,3,Petrol,yes,2009,Outlander XL
2386,Volkswagen,2900,vagon,257,1.9,Diesel,no,2003,Passat B5
2387,Volkswagen,2900,sedan,315,1.6,Gas,yes,1990,Passat B3
2388,Mercedes-Benz,21000,crossover,208,3.5,Petrol,yes,2007,ML 350
2389,Mercedes-Benz,NA,crossover,1,3,Petrol,yes,2016,GLE-Class
2390,Toyota,89000,crossover,61,4.5,Diesel,yes,2011,Land Cruiser 200
2391,Volkswagen,23500,crossover,48,2,Diesel,yes,2012,Tiguan
2392,Mitsubishi,4200,van,350,1.8,Gas,yes,1992,Space Wagon
2393,Mercedes-Benz,70500,crossover,99,5.5,Petrol,yes,2009,G 55 AMG
2394,Mercedes-Benz,124000,crossover,0,4,Petrol,yes,2016,GLS 400
2395,Audi,39999,crossover,45,2,Diesel,yes,2014,Q3
2396,Mercedes-Benz,1999,sedan,400,2.2,Diesel,no,2000,200
2397,Mercedes-Benz,14300,other,175,2.2,Diesel,yes,2013,Sprinter 313
2398,Toyota,13500,sedan,139,2.4,Gas,yes,2008,Camry
2399,Toyota,13300,sedan,104,2.4,Petrol,yes,2007,Camry
2400,Toyota,8200,hatch,82,1.3,Petrol,yes,2006,Yaris
2401,Renault,12000,van,137,1.5,Diesel,yes,2012,Grand Scenic
2402,Renault,2150,vagon,199,1.9,Diesel,no,2003,Laguna
2403,Toyota,29000,vagon,60,2.2,Diesel,yes,2013,Rav 4
2404,Mercedes-Benz,9500,van,280,2.2,Diesel,yes,2005,Vito
2405,Volkswagen,NA,van,146,2.5,Diesel,yes,2009,T5 (Transporter)
2406,Volkswagen,10600,van,120,2,Diesel,yes,2007,Touran
2407,Mercedes-Benz,12500,van,238,2.2,Diesel,yes,2008,Vito
2408,Mitsubishi,10200,crossover,269,3.2,Diesel,yes,2002,Pajero Wagon
2409,Toyota,NA,crossover,1,4.5,Diesel,yes,2016,Land Cruiser 200
2410,Mercedes-Benz,50250,sedan,0,2.2,Diesel,yes,2015,E-Class
2411,Volkswagen,8900,van,100,1.4,Gas,yes,2009,Caddy
2412,Mercedes-Benz,5500,other,220,2.2,Diesel,yes,2002,Vito
2413,BMW,45500,sedan,42,2,Diesel,yes,2014,520
2414,Renault,10499,other,146,2,Diesel,yes,2012,Trafic
2415,Mercedes-Benz,99999,crossover,0,2.99,Diesel,yes,2016,GLE-Class
2416,Renault,9100,van,166,2,Diesel,yes,2012,Trafic
2417,Mercedes-Benz,24500,sedan,180,3.2,Diesel,yes,2008,S 320
2418,BMW,63500,crossover,1,2,Diesel,yes,2016,X5
2419,BMW,3600,sedan,221,3,Diesel,no,2002,530
2420,Renault,12900,crossover,89,2.5,Petrol,yes,2010,Koleos
2421,Renault,6400,sedan,51,1.6,Petrol,yes,2011,Logan
2422,BMW,8800,sedan,287,3,Petrol,yes,2001,530
2423,Renault,7199,sedan,104,1.5,Diesel,yes,2010,Symbol
2424,Renault,3300,van,250,1.5,Diesel,yes,2005,Kangoo
2425,Audi,2400,sedan,305,2.3,Gas,yes,1989,100
2426,Volkswagen,8400,hatch,60,1.39,Petrol,yes,2007,Polo
2427,Toyota,NA,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200
2428,Mitsubishi,7600,sedan,180,2,Gas,yes,2008,Lancer X
2429,Renault,3800,van,196,1.9,Diesel,yes,1998,Kangoo
2430,Mercedes-Benz,13100,sedan,160,3.7,Petrol,yes,2003,S 350
2431,Toyota,21950,crossover,141,2.7,Gas,yes,2010,Venza
2432,Renault,8800,van,205,1.9,Diesel,yes,2006,Trafic
2433,Toyota,10500,hatch,17,1,Petrol,yes,2016,Yaris
2434,Mitsubishi,24000,crossover,20,2.5,Diesel,yes,2013,Pajero Sport
2435,Toyota,11800,sedan,189,2.4,Gas,yes,2007,Camry
2436,Mercedes-Benz,20300,sedan,198,1.8,Gas,yes,2011,E-Class
2437,Toyota,11600,hatch,24,1.6,Petrol,yes,2009,Auris
2438,Mercedes-Benz,22000,crossover,225,3.5,Gas,yes,2007,ML 350
2439,Mercedes-Benz,15800,sedan,231,3.5,Gas,yes,2005,E-Class
2440,Mercedes-Benz,13500,van,97,2.2,Diesel,yes,2013,Vito
2441,Mitsubishi,16500,crossover,150,3.5,Gas,yes,2008,Outlander XL
2442,Mercedes-Benz,25000,van,156,NA,Other,yes,2012,Viano
2443,Volkswagen,40000,other,170,2,Diesel,yes,2011,Multivan
2444,Mitsubishi,9500,crossover,150,2,Gas,yes,2007,Outlander
2445,Renault,6300,van,149,1.5,Other,yes,2011,Kangoo
2446,BMW,4999,sedan,256,2.5,Diesel,no,2001,525
2447,Toyota,14990,crossover,280,4.2,Diesel,yes,2000,Land Cruiser 100
2448,Audi,16400,vagon,152,2,Diesel,yes,2011,A4
2449,Mercedes-Benz,21300,crossover,190,6.3,Petrol,yes,2007,ML 63 AMG
2450,Audi,24996,sedan,98,3.2,Petrol,yes,2009,A5
2451,Volkswagen,22900,sedan,45,2,Petrol,yes,2013,Jetta
2452,Toyota,8300,hatch,136,1.6,Petrol,yes,2007,Corolla
2453,Audi,12900,vagon,255,2.5,Diesel,yes,2005,A6 Allroad
2454,Volkswagen,12199,vagon,149,2,Diesel,yes,2008,Passat B6
2455,Audi,9999,vagon,198,2.7,Petrol,yes,2003,A6 Allroad
2456,Mercedes-Benz,35500,crossover,99,5,Gas,yes,2005,G 63 AMG
2457,Mitsubishi,11500,crossover,170,3,Gas,yes,2005,Pajero Sport
2458,Mercedes-Benz,38500,sedan,134,3,Diesel,yes,2010,S 350
2459,Mercedes-Benz,5500,other,250,2.2,Diesel,yes,2002,Vito
2460,Volkswagen,9400,van,124,2,Gas,yes,2008,Caddy
2461,Volkswagen,8400,van,143,1.6,Diesel,yes,2011,Caddy
2462,Audi,2650,vagon,268,2.5,Diesel,no,2000,A6
2463,Toyota,12000,sedan,133,2.4,Gas,yes,2008,Camry
2464,Mercedes-Benz,7500,sedan,187,2,Gas,yes,2001,C-Class
2465,Volkswagen,25900,hatch,35,2,Diesel,yes,2015,Golf VII
2466,Volkswagen,7500,sedan,280,1.8,Other,yes,2005,Passat B5
2467,Mercedes-Benz,35000,other,147,6,Petrol,yes,2001,S 600
2468,Audi,6200,vagon,316,2.6,Gas,yes,1997,A6
2469,Volkswagen,1550,sedan,161,1.8,Petrol,no,1994,Vento
2470,Mercedes-Benz,6500,van,450,2.3,Diesel,yes,1996,Vito
2471,Volkswagen,8999,vagon,161,2,Diesel,yes,2008,Passat B6
2472,Mitsubishi,21000,crossover,29,2,Gas,yes,2014,ASX
2473,Mercedes-Benz,8800,other,575,2.2,Diesel,yes,2006,Sprinter 313
2474,Volkswagen,13500,hatch,48,1.4,Petrol,yes,2012,Polo
2475,Toyota,3300,van,345,2.4,Diesel,yes,1992,Hiace
2476,Mercedes-Benz,5990,sedan,400,2,Gas,yes,1998,E-Class
2477,Mercedes-Benz,14800,crossover,242,2.7,Diesel,yes,2005,ML 270
2478,Mercedes-Benz,NA,crossover,1,3,Diesel,yes,2016,GL 350
2479,Mercedes-Benz,47000,sedan,0,1.6,Petrol,yes,2016,C-Class
2480,Volkswagen,7990,sedan,180,1.8,Gas,yes,2005,Passat B5
2481,Volkswagen,8999,sedan,120,1.9,Diesel,yes,2007,Passat B6
2482,Volkswagen,23999,sedan,0,1.6,Diesel,yes,2016,Jetta
2483,Audi,6500,vagon,421,2.5,Diesel,yes,1996,A6
2484,Toyota,14000,sedan,1,1.8,Petrol,yes,2008,Avensis
2485,Audi,23500,crossover,116,4.2,Petrol,yes,2008,Q7
2486,Renault,9500,sedan,89,1.6,Petrol,yes,2012,Fluence
2487,Mercedes-Benz,125000,sedan,18,3,Diesel,yes,2015,S 350
2488,Volkswagen,9000,van,181,1.6,Diesel,yes,2011,Caddy
2489,Mitsubishi,2300,sedan,523,1.8,Diesel,yes,1989,Lancer
2490,Volkswagen,10650,sedan,65,1.6,Petrol,yes,2013,Polo
2491,Audi,6399,vagon,230,2.5,Diesel,yes,1999,A6
2492,Mitsubishi,7500,sedan,140,1.5,Petrol,yes,2007,Lancer X
2493,Volkswagen,6450,van,220,NA,Other,yes,2004,Caddy
2494,Volkswagen,10200,van,105,1.6,Diesel,yes,2014,Caddy
2495,Mercedes-Benz,3300,sedan,200,2.7,Diesel,no,2000,E-Class
2496,Mercedes-Benz,8300,sedan,175,2,Petrol,yes,2001,E-Class
2497,Volkswagen,7400,van,168,1.9,Diesel,yes,2005,Caddy
2498,Toyota,28600,crossover,66,2.2,Diesel,yes,2013,Rav 4
2499,Audi,2800,sedan,230,2.8,Petrol,yes,1997,A8
2500,BMW,38000,crossover,223,3,Diesel,yes,2011,535
2501,Toyota,11000,hatch,74,1.4,Other,yes,2010,Prius
2502,Audi,11800,sedan,240,4.2,Gas,yes,2001,S8
2503,Renault,9500,van,275,2,Diesel,yes,2008,Trafic
2504,BMW,23700,crossover,117,2,Diesel,yes,2010,X1
2505,Mercedes-Benz,35000,other,135,5.5,Petrol,yes,2008,CL 550
2506,Volkswagen,11000,vagon,171,1.9,Diesel,yes,2009,Golf Variant
2507,BMW,25800,crossover,205,3,Diesel,yes,2008,X5
2508,Renault,13200,van,230,2,Diesel,yes,2009,Trafic
2509,Toyota,4650,hatch,170,1,Petrol,yes,2002,Yaris
2510,Mercedes-Benz,8300,van,337,2.2,Diesel,yes,2002,Vito
2511,Mitsubishi,18900,crossover,106,3.8,Gas,yes,2007,Pajero Wagon
2512,Mitsubishi,12750,sedan,59,2.4,Petrol,yes,2009,Galant
2513,Mercedes-Benz,3800,other,107,0.6,Petrol,yes,2000,Smart
2514,Volkswagen,11500,other,189,2,Diesel,yes,2011,Caddy
2515,Mercedes-Benz,4600,van,200,2.2,Diesel,yes,2000,Vito
2516,BMW,1550,sedan,300,NA,Gas,no,1994,316
2517,Renault,7899,van,129,1.5,Other,yes,2014,Kangoo
2518,Mercedes-Benz,70999,crossover,0,2.2,Diesel,yes,2016,GLE-Class
2519,Toyota,8800,sedan,300,2.4,Petrol,yes,2004,Camry
2520,Renault,8250,sedan,16,1.2,Petrol,yes,2014,Logan
2521,Toyota,21500,crossover,89,2,Petrol,yes,2012,Rav 4
2522,Toyota,195000,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200
2523,Renault,2400,hatch,1,2,Petrol,no,2002,Laguna
2524,Volkswagen,12500,other,160,2.5,Other,yes,2006,T5 (Transporter)
2525,Mercedes-Benz,2499,hatch,201,1.7,Diesel,no,2001,A 170
2526,BMW,14990,sedan,135,2.5,Petrol,yes,2005,525
2527,Audi,NA,sedan,166,3,Gas,yes,2005,A6
2528,Mitsubishi,8260,sedan,65,1.5,Petrol,yes,2011,Lancer
2529,BMW,6800,sedan,230,2,Petrol,yes,1998,520
2530,Mercedes-Benz,NA,crossover,131,5,Petrol,yes,2008,G 500
2531,Mitsubishi,1999,van,168,1.8,Petrol,no,2001,Space Star
2532,BMW,8500,other,265,2.8,Gas,yes,1998,328
2533,Toyota,24800,crossover,90,4,Petrol,yes,2008,FJ Cruiser
2534,Mitsubishi,11800,crossover,120,3,Petrol,yes,2008,Outlander XL
2535,Mercedes-Benz,35500,sedan,100,3.5,Petrol,yes,2010,S 350
2536,Mercedes-Benz,9400,van,250,2.2,Diesel,yes,2005,Vito
2537,Volkswagen,14900,sedan,73,NA,Petrol,yes,2012,Jetta
2538,Volkswagen,NA,other,28,2,Diesel,yes,2015,Amarok
2539,Mercedes-Benz,14899,other,209,3,Diesel,yes,2006,E-Class
2540,Volkswagen,15500,sedan,178,2,Diesel,no,2013,Passat B7
2541,Renault,2200,van,290,2.2,Diesel,no,1999,Espace
2542,Volkswagen,8950,sedan,133,1.6,Petrol,yes,2012,Polo
2543,BMW,17800,vagon,159,3,Diesel,yes,2008,530
2544,Audi,85555,sedan,40,3,Diesel,yes,2015,A8
2545,Volkswagen,2000,sedan,300,1.3,Petrol,yes,1988,Jetta
2546,Mercedes-Benz,20500,sedan,56,5,Other,yes,2003,SL 500 (550)
2547,Toyota,30990,crossover,68,2.7,Gas,yes,2012,Land Cruiser Prado
2548,Toyota,39900,crossover,11,4,Petrol,yes,2013,Tacoma
2549,BMW,21900,other,25,2.5,Petrol,yes,2007,325
2550,Mercedes-Benz,NA,sedan,16,3,Diesel,yes,2014,S 350
2551,Mercedes-Benz,185555,other,0,4.7,Petrol,yes,2016,S 500
2552,Toyota,12400,hatch,52,1.4,Other,yes,2012,Prius
2553,Mercedes-Benz,5000,other,200,2,Petrol,yes,1998,CLK 200
2554,Volkswagen,3200,sedan,367,2,Petrol,yes,1991,Passat B3
2555,BMW,6500,sedan,300,2.8,Gas,yes,1997,528
2556,Mercedes-Benz,13600,hatch,147,2,Diesel,yes,2008,B 200
2557,BMW,19990,other,164,NA,Gas,yes,2004,645
2558,Audi,23500,crossover,245,3,Diesel,yes,2007,Q7
2559,Audi,15499,sedan,177,2,Diesel,yes,2007,A6
2560,Mercedes-Benz,12950,sedan,197,2.7,Diesel,yes,2002,E-Class
2561,Volkswagen,1800,sedan,250,NA,Petrol,yes,1991,Jetta
2562,Toyota,23500,sedan,80,2.5,Gas,yes,2014,Camry
2563,BMW,NA,hatch,107,2,Petrol,yes,2006,118
2564,Renault,5950,hatch,200,1.5,Diesel,yes,2005,Megane
2565,Mitsubishi,2900,hatch,300,1.8,Petrol,yes,1989,Galant
2566,Mercedes-Benz,5000,van,400,2.2,Diesel,yes,1999,Vito
2567,Mercedes-Benz,1200,sedan,240,2.4,Petrol,no,1999,E-Class
2568,Volkswagen,6500,sedan,190,1.9,Diesel,yes,2006,Caddy
2569,Volkswagen,51900,crossover,30,3,Diesel,yes,2015,Touareg
2570,BMW,104999,crossover,2,3,Diesel,yes,2016,X5
2571,Renault,4650,van,165,1.5,Diesel,yes,2003,Kangoo
2572,Mitsubishi,16000,crossover,59,NA,Petrol,yes,2012,ASX
2573,Audi,12500,sedan,165,2.4,Petrol,yes,2006,A6
2574,Volkswagen,10250,sedan,144,2,Diesel,yes,2008,Passat B6
2575,Audi,23500,other,83,2,Petrol,yes,2009,A5
2576,Volkswagen,17777,van,250,2,Diesel,yes,2010,T6 (Transporter)
2577,Mercedes-Benz,8300,sedan,233,3.2,Diesel,yes,2001,320
2578,Mercedes-Benz,39900,sedan,84,5.5,Petrol,yes,2011,S 500
2579,Mercedes-Benz,5200,van,400,2.9,Diesel,yes,1999,Sprinter 210
2580,Audi,31500,sedan,140,2,Diesel,yes,2012,A6
2581,BMW,4800,sedan,11,2.5,Diesel,yes,1994,325
2582,Volkswagen,7700,other,290,NA,Diesel,yes,2000,T4 (Transporter)
2583,Volkswagen,21550,crossover,58,1.4,Petrol,yes,2014,Tiguan
2584,Audi,42900,crossover,140,3,Diesel,yes,2013,Q7
2585,Audi,2600,sedan,160,2.5,Diesel,no,2002,A6
2586,Volkswagen,31310,van,0,2,Diesel,yes,2014,Touran
2587,Volkswagen,11800,van,230,1.9,Diesel,yes,2009,T5 (Transporter)
2588,Mercedes-Benz,107000,van,0,2.2,Diesel,yes,2016,V 250
2589,Toyota,14800,crossover,150,NA,Gas,yes,2006,Land Cruiser Prado
2590,BMW,9800,sedan,264,3,Diesel,yes,2001,530
2591,Volkswagen,7950,van,144,2,Gas,yes,2012,Caddy
2592,Mercedes-Benz,9000,crossover,220,3.2,Gas,yes,1999,ML 320
2593,BMW,7400,sedan,279,3.5,Gas,yes,1998,735
2594,Toyota,24000,sedan,60,2.5,Gas,yes,2014,Camry
2595,Mercedes-Benz,4800,sedan,199,3.2,Diesel,yes,1999,E-Class
2596,Toyota,22000,crossover,155,2.7,Gas,yes,2008,Land Cruiser Prado
2597,BMW,42500,crossover,29,3,Petrol,yes,2011,X3
2598,Toyota,17200,crossover,149,4.7,Petrol,yes,2008,Land Cruiser 200
2599,Renault,8100,crossover,90,1.9,Diesel,yes,2005,Kangoo
2600,Volkswagen,37900,crossover,73,3,Diesel,yes,2012,Touareg
2601,Volkswagen,30000,sedan,67,2,Diesel,yes,2013,Passat B7
2602,Volkswagen,7700,van,247,1.9,Diesel,yes,2002,T4 (Transporter)
2603,BMW,32500,sedan,148,3,Petrol,yes,2011,535
2604,BMW,18700,crossover,260,3,Diesel,yes,2006,X5
2605,Renault,8100,van,219,2.5,Diesel,yes,2010,Master
2606,Toyota,5050,hatch,138,1,Petrol,yes,2001,Yaris
2607,Mercedes-Benz,11800,van,165,2.2,Diesel,yes,2012,Vito
2608,Mercedes-Benz,68700,crossover,980,3,Diesel,yes,2013,GL 350
2609,Audi,2000,sedan,360,1.6,Other,no,1996,A4
2610,Mercedes-Benz,NA,other,24,4.7,Petrol,yes,2014,S 500
2611,Mercedes-Benz,19200,sedan,173,5,Petrol,yes,2007,S 500
2612,BMW,16400,sedan,187,4.8,Gas,yes,2007,750
2613,BMW,6300,sedan,330,2.5,Petrol,yes,1999,525
2614,Mitsubishi,15000,crossover,295,2.8,Diesel,yes,2004,Pajero Wagon
2615,Toyota,23000,other,211,4,Gas,yes,2007,Land Cruiser Prado
2616,Mercedes-Benz,23700,sedan,86,1.8,Gas,yes,2013,E-Class
2617,BMW,11900,sedan,160,2.5,Petrol,yes,2005,525
2618,Audi,7900,sedan,274,1.8,Gas,yes,2003,A6
2619,Mercedes-Benz,4400,sedan,308,3.2,Gas,no,2000,S 320
2620,Volkswagen,9900,other,181,1.6,Diesel,yes,2012,Caddy
2621,Volkswagen,6900,hatch,113,1.4,Petrol,yes,2003,Polo
2622,Mercedes-Benz,NA,crossover,63,5.5,Petrol,yes,2011,GL 550
2623,Mercedes-Benz,71999,crossover,0,2.2,Diesel,yes,2016,GLE-Class
2624,BMW,11800,crossover,210,3,Diesel,no,2006,X5
2625,Renault,10999,van,207,2,Diesel,yes,2012,Trafic
2626,Mitsubishi,18900,crossover,93,3.8,Gas,yes,2008,Pajero Wagon
2627,Toyota,28900,crossover,120,3.5,Petrol,yes,2011,Highlander
2628,Toyota,15500,crossover,130,2,Petrol,yes,2008,Rav 4
2629,BMW,63000,crossover,0,2,Diesel,yes,2015,X5
2630,Toyota,11700,sedan,145,2.4,Petrol,yes,2007,Camry
2631,BMW,4999,sedan,327,3,Diesel,no,2001,730
2632,Toyota,13300,crossover,140,2.4,Petrol,yes,2007,Rav 4
2633,Mercedes-Benz,8200,sedan,260,3,Diesel,yes,1997,S 300
2634,Renault,8900,van,150,2,Diesel,yes,2009,Trafic
2635,Renault,NA,vagon,117,1.5,Diesel,yes,2007,Grand Scenic
2636,BMW,60500,sedan,110,3,Diesel,yes,2011,740
2637,BMW,8900,sedan,294,2.2,Gas,yes,2000,520
2638,BMW,69500,sedan,62,4.4,Petrol,yes,2013,750
2639,Volkswagen,9000,hatch,95,1.6,Gas,yes,2005,Golf V
2640,BMW,17800,crossover,265,3,Diesel,yes,2005,X5
2641,Mercedes-Benz,2100,other,350,2.4,Diesel,yes,1988,MB
2642,Toyota,10700,sedan,57,1.3,Petrol,yes,2010,Corolla
2643,Volkswagen,17777,van,250,2,Diesel,yes,2010,Caravelle
2644,Audi,73500,sedan,53,6.3,Petrol,yes,2013,A8
2645,Mitsubishi,9800,crossover,92,2,Petrol,yes,2008,Outlander
2646,Volkswagen,35900,van,132,2,Diesel,yes,2011,Multivan
2647,Toyota,7500,hatch,135,1,Petrol,yes,2008,Yaris
2648,Renault,2500,sedan,105,1.4,Petrol,yes,1990,19
2649,Audi,39999,crossover,100,3,Diesel,yes,2011,Q7
2650,Volkswagen,22000,crossover,123,3,Diesel,yes,2009,Touareg
2651,Toyota,9800,sedan,65,1.6,Petrol,yes,2009,Auris
2652,BMW,29999,other,73,2,Petrol,yes,2012,320
2653,Mercedes-Benz,7500,sedan,350,2.2,Diesel,yes,2003,Sprinter 208
2654,Toyota,12500,sedan,138,3.5,Petrol,yes,2007,Camry
2655,BMW,39500,crossover,115,4.4,Petrol,yes,2010,X5
2656,Volkswagen,10600,van,240,2.5,Diesel,yes,2009,T5 (Transporter)
2657,Mitsubishi,18200,crossover,147,3.2,Diesel,yes,2008,Pajero Wagon
2658,Mercedes-Benz,189999,other,0,4.7,Petrol,yes,2016,S 500
2659,Audi,4800,other,207,2,Petrol,yes,2002,A4
2660,BMW,3999,sedan,238,1.8,Petrol,yes,1996,318
2661,Toyota,35500,crossover,165,4,Gas,yes,2011,Land Cruiser Prado
2662,Toyota,13500,sedan,158,2.4,Gas,yes,2008,Camry
2663,Mercedes-Benz,17500,sedan,130,3,Petrol,yes,2007,C-Class
2664,Mercedes-Benz,59999,sedan,11,4.7,Petrol,yes,2012,CLS 500
2665,Mercedes-Benz,7999,van,255,2.2,Diesel,yes,2004,Vito
2666,Toyota,16000,sedan,89,1.8,Other,yes,2011,Avensis
2667,BMW,5850,sedan,250,4.5,Gas,yes,2001,745
2668,Renault,7999,van,154,1.5,Diesel,yes,2008,Scenic
2669,Renault,8900,van,181,1.9,Diesel,yes,2006,Trafic
2670,BMW,43719,crossover,0,2,Petrol,yes,2016,X3
2671,Volkswagen,8800,van,193,2.5,Diesel,yes,2005,T5 (Transporter)
2672,Volkswagen,9990,van,194,1.6,Diesel,yes,2011,Caddy
2673,Volkswagen,17999,sedan,80,1.8,Petrol,yes,2012,Passat B7
2674,Mercedes-Benz,37500,other,94,5.5,Petrol,yes,2009,CL 55 AMG
2675,Audi,20500,sedan,155,3,Petrol,yes,2010,A6
2676,Audi,4999,crossover,242,2.5,Diesel,no,2003,A6 Allroad
2677,Mercedes-Benz,4100,crossover,1,3.5,Petrol,yes,2007,ML 350
2678,Mercedes-Benz,17499,sedan,145,1.8,Petrol,yes,2008,C-Class
2679,Audi,8200,other,326,2.5,Diesel,yes,2002,A6
2680,Volkswagen,7000,sedan,185,2.8,Gas,yes,2004,Passat B5
2681,Volkswagen,9200,vagon,107,1.6,Petrol,yes,2010,Golf Variant
2682,Volkswagen,4000,hatch,105,2,Other,yes,2013,Golf VII
2683,Renault,17500,crossover,20,1.5,Diesel,yes,2016,Duster
2684,BMW,1950,sedan,162,1.6,Petrol,no,1995,316
2685,Audi,11000,other,120,1.8,Petrol,yes,2000,TT
2686,Audi,7750,sedan,259,3,Diesel,no,2005,A6
2687,Mercedes-Benz,NA,sedan,6,3,Diesel,yes,2014,S 350
2688,Volkswagen,24300,sedan,1,1.6,Diesel,yes,2016,Jetta
2689,Renault,4100,van,190,1.9,Diesel,yes,2002,Kangoo
2690,Mercedes-Benz,69900,crossover,69,3,Diesel,yes,2014,GL 350
2691,Volkswagen,29999,other,129,2,Diesel,yes,2014,Caravelle
2692,Renault,11999,vagon,188,1.5,Other,yes,2012,Megane
2693,Volkswagen,13900,vagon,122,1.4,Gas,yes,2013,Touran
2694,BMW,8900,vagon,274,2,Diesel,no,2007,320
2695,Audi,26000,sedan,105,2,Petrol,yes,2012,A6
2696,BMW,2700,other,287,2.5,Diesel,no,1998,525
2697,Mitsubishi,9700,crossover,45,NA,Other,yes,2001,Pajero Sport
2698,Toyota,12500,sedan,140,3.5,Gas,yes,2007,Camry
2699,BMW,4500,sedan,28,1.9,Petrol,yes,1995,318
2700,Toyota,88000,crossover,3,4.5,Diesel,yes,2016,Land Cruiser 200
2701,Mitsubishi,8700,sedan,143,2,Gas,yes,2007,Lancer X
2702,Volkswagen,NA,van,124,1.6,Diesel,yes,2013,Caddy
2703,Volkswagen,17200,van,230,3.2,Gas,yes,2008,Multivan
2704,Toyota,30600,crossover,39,2.2,Diesel,yes,2014,Rav 4
2705,Mercedes-Benz,15300,sedan,240,2.2,Diesel,yes,2006,E-Class
2706,Toyota,73900,crossover,1,4.5,Diesel,yes,2016,Land Cruiser 200
2707,Volkswagen,12500,sedan,84,2,Petrol,yes,2007,Passat B6
2708,Mercedes-Benz,30500,crossover,150,5.5,Petrol,yes,2002,G 500
2709,Audi,NA,sedan,280,4.2,Petrol,yes,2000,A8
2710,BMW,64900,crossover,73,3,Diesel,yes,2013,X6 M
2711,Toyota,11200,sedan,179,2.4,Petrol,yes,2006,Camry
2712,BMW,9900,other,93,2.5,Petrol,yes,2003,Z4
2713,Mercedes-Benz,55000,sedan,34,2.2,Diesel,yes,2011,S 250
2714,Volkswagen,3000,vagon,250,1.9,Diesel,yes,1992,Passat B3
2715,BMW,33000,sedan,147,3,Diesel,yes,2009,730
2716,Renault,13000,hatch,75,2,Petrol,yes,2013,Megane
2717,Mercedes-Benz,33900,other,102,5,Petrol,yes,2008,CL 55 AMG
